method,path,authentication,permission,property_and_restaurant_scope,csrf,rate_limit,input_model_and_parameters,output_model,handler_calls_side_effect_hints,audit_event,handler,source
POST,/api/admin/properties/{property_id}/notifications/rules/{rule_id}/evaluate,Admin session cookie required.,properties.edit,"Property `{property_id}`; middleware verifies actor access; handler checks addressed resource IDs. Not restaurant-scoped, or restaurant list filtered by actor assignment.",Yes; X-CSRF-Token must match the admin session token.,300 per authenticated admin session/min,Body application/json: NotificationEvaluatePayload: stay_id:string | null; verified_payload:object[any]; guest_preferences:object[any]; current_zone_id:string | null (required body); property_id(path):string required; rule_id(path):string required,dict (handler-defined shape),No direct app-store call identified; inspect handler/helper.,middleware: api.post on successful response (<400),evaluate_notification,app/main.py route + middleware + app/admin_route_policies.json
GET,/api/admin/properties/{property_id}/operations/alerts,Admin session cookie required.,dashboard.view,"Property `{property_id}`; middleware verifies actor access; handler checks addressed resource IDs. Not restaurant-scoped, or restaurant list filtered by actor assignment.",No (safe method).,300 per authenticated admin session/min,property_id(path):string required; period(query):string default=24h; start_at(query):integer | null; end_at(query):integer | null,dict (handler-defined shape),No direct app-store call identified; inspect handler/helper.,No admin audit event identified at route boundary; domain/helper events may apply.,operations_alerts,app/main.py route + middleware + app/admin_route_policies.json
GET,/api/admin/properties/{property_id}/operations/dashboard,Admin session cookie required.,dashboard.view,"Property `{property_id}`; middleware verifies actor access; handler checks addressed resource IDs. Not restaurant-scoped, or restaurant list filtered by actor assignment.",No (safe method).,300 per authenticated admin session/min,property_id(path):string required; period(query):string default=24h; start_at(query):integer | null; end_at(query):integer | null,dict (handler-defined shape),No direct app-store call identified; inspect handler/helper.,No admin audit event identified at route boundary; domain/helper events may apply.,operations_dashboard,app/main.py route + middleware + app/admin_route_policies.json
GET,/api/admin/properties/{property_id}/personalization,Admin session cookie required.,properties.view,"Property `{property_id}`; middleware verifies actor access; handler checks addressed resource IDs. Not restaurant-scoped, or restaurant list filtered by actor assignment.",No (safe method).,300 per authenticated admin session/min,property_id(path):string required,dict (handler-defined shape),No direct app-store call identified; inspect handler/helper.,No admin audit event identified at route boundary; domain/helper events may apply.,get_personalization_policy,app/main.py route + middleware + app/admin_route_policies.json
PUT,/api/admin/properties/{property_id}/personalization,Admin session cookie required.,properties.edit,"Property `{property_id}`; middleware verifies actor access; handler checks addressed resource IDs. Not restaurant-scoped, or restaurant list filtered by actor assignment.",Yes; X-CSRF-Token must match the admin session token.,300 per authenticated admin session/min,Body application/json: GenericPayload: data:object[any] (required body); property_id(path):string required,dict (handler-defined shape),personalization.save_policy,middleware: api.put on successful response (<400),save_personalization_policy,app/main.py route + middleware + app/admin_route_policies.json
PUT,/api/admin/properties/{property_id}/promotions/{promotion_id},Admin session cookie required.,restaurant.promotions.edit,"Property `{property_id}`; middleware verifies actor access; handler checks addressed resource IDs. Restaurant resolved from resource ID, then assignment checked by handler.",Yes; X-CSRF-Token must match the admin session token.,300 per authenticated admin session/min,Body application/json: GenericPayload: data:object[any] (required body); property_id(path):string required; promotion_id(path):string required,dict (handler-defined shape),hospitality.update_promotion,middleware: api.put on successful response (<400),update_restaurant_promotion,app/main.py route + middleware + app/admin_route_policies.json
POST,/api/admin/properties/{property_id}/promotions/{promotion_id}/approve,Admin session cookie required.,restaurant.promotions.approve,"Property `{property_id}`; middleware verifies actor access; handler checks addressed resource IDs. Restaurant resolved from resource ID, then assignment checked by handler.",Yes; X-CSRF-Token must match the admin session token.,300 per authenticated admin session/min,property_id(path):string required; promotion_id(path):string required,dict (handler-defined shape),hospitality.approve_promotion,middleware: api.post on successful response (<400),approve_restaurant_promotion,app/main.py route + middleware + app/admin_route_policies.json
POST,/api/admin/properties/{property_id}/promotions/{promotion_id}/publish,Admin session cookie required.,restaurant.promotions.approve,"Property `{property_id}`; middleware verifies actor access; handler checks addressed resource IDs. Restaurant resolved from resource ID, then assignment checked by handler.",Yes; X-CSRF-Token must match the admin session token.,300 per authenticated admin session/min,property_id(path):string required; promotion_id(path):string required,dict (handler-defined shape),hospitality.publish_promotion,middleware: api.post on successful response (<400),publish_restaurant_promotion,app/main.py route + middleware + app/admin_route_policies.json
GET,/api/admin/properties/{property_id}/recommendations,Admin session cookie required.,properties.view,"Property `{property_id}`; middleware verifies actor access; handler checks addressed resource IDs. Not restaurant-scoped, or restaurant list filtered by actor assignment.",No (safe method).,300 per authenticated admin session/min,property_id(path):string required,dict (handler-defined shape),No direct app-store call identified; inspect handler/helper.,No admin audit event identified at route boundary; domain/helper events may apply.,admin_recommendations,app/main.py route + middleware + app/admin_route_policies.json
PUT,/api/admin/properties/{property_id}/recommendations,Admin session cookie required.,properties.edit,"Property `{property_id}`; middleware verifies actor access; handler checks addressed resource IDs. Not restaurant-scoped, or restaurant list filtered by actor assignment.",Yes; X-CSRF-Token must match the admin session token.,300 per authenticated admin session/min,Body application/json: GenericPayload: data:object[any] (required body); property_id(path):string required,dict (handler-defined shape),No direct app-store call identified; inspect handler/helper.,middleware: api.put on successful response (<400),save_recommendation,app/main.py route + middleware + app/admin_route_policies.json
DELETE,/api/admin/properties/{property_id}/recommendations/{recommendation_id},Admin session cookie required.,properties.edit,"Property `{property_id}`; middleware verifies actor access; handler checks addressed resource IDs. Not restaurant-scoped, or restaurant list filtered by actor assignment.",Yes; X-CSRF-Token must match the admin session token.,300 per authenticated admin session/min,property_id(path):string required; recommendation_id(path):string required,dict (handler-defined shape),hospitality.delete_recommendation,middleware: api.delete on successful response (<400),delete_recommendation,app/main.py route + middleware + app/admin_route_policies.json
GET,/api/admin/properties/{property_id}/reports/export.pdf,Admin session cookie required.,reports.export,"Property `{property_id}`; middleware verifies actor access; handler checks addressed resource IDs. Not restaurant-scoped, or restaurant list filtered by actor assignment.",No (safe method).,300 per authenticated admin session/min,property_id(path):string required; period(query):string default=7d,PDF file (Response; application/pdf),No direct app-store call identified; inspect handler/helper.,No admin audit event identified at route boundary; domain/helper events may apply.,export_operations_pdf,app/main.py route + middleware + app/admin_route_policies.json
GET,/api/admin/properties/{property_id}/reports/export.xlsx,Admin session cookie required.,reports.export,"Property `{property_id}`; middleware verifies actor access; handler checks addressed resource IDs. Not restaurant-scoped, or restaurant list filtered by actor assignment.",No (safe method).,300 per authenticated admin session/min,property_id(path):string required; period(query):string default=7d,XLSX file (Response; application/vnd.openxmlformats-officedocument.spreadsheetml.sheet),No direct app-store call identified; inspect handler/helper.,No admin audit event identified at route boundary; domain/helper events may apply.,export_operations_xlsx,app/main.py route + middleware + app/admin_route_policies.json
GET,/api/admin/properties/{property_id}/restaurants,Admin session cookie required.,restaurant.view,"Property `{property_id}`; middleware verifies actor access; handler checks addressed resource IDs. Not restaurant-scoped, or restaurant list filtered by actor assignment.",No (safe method).,300 per authenticated admin session/min,property_id(path):string required,dict (handler-defined shape),hospitality.overview,No admin audit event identified at route boundary; domain/helper events may apply.,list_restaurants,app/main.py route + middleware + app/admin_route_policies.json
POST,/api/admin/properties/{property_id}/restaurants,Admin session cookie required.,restaurant.manage,"Property `{property_id}`; middleware verifies actor access; handler checks addressed resource IDs. Not restaurant-scoped, or restaurant list filtered by actor assignment.",Yes; X-CSRF-Token must match the admin session token.,300 per authenticated admin session/min,Body application/json: GenericPayload: data:object[any] (required body); property_id(path):string required,dict (handler-defined shape),hospitality.create_restaurant,middleware: api.post on successful response (<400),create_restaurant,app/main.py route + middleware + app/admin_route_policies.json
DELETE,/api/admin/properties/{property_id}/restaurants/{restaurant_id},Admin session cookie required.,restaurant.manage,Property `{property_id}`; middleware verifies actor access; handler checks addressed resource IDs. Property + assigned restaurant; route helper validates assignment.,Yes; X-CSRF-Token must match the admin session token.,300 per authenticated admin session/min,property_id(path):string required; restaurant_id(path):string required,dict (handler-defined shape),No direct app-store call identified; inspect handler/helper.,middleware: api.delete on successful response (<400),delete_restaurant,app/main.py route + middleware + app/admin_route_policies.json
GET,/api/admin/properties/{property_id}/restaurants/{restaurant_id},Admin session cookie required.,restaurant.view,Property `{property_id}`; middleware verifies actor access; handler checks addressed resource IDs. Property + assigned restaurant; route helper validates assignment.,No (safe method).,300 per authenticated admin session/min,property_id(path):string required; restaurant_id(path):string required,dict (handler-defined shape),No direct app-store call identified; inspect handler/helper.,No admin audit event identified at route boundary; domain/helper events may apply.,get_restaurant,app/main.py route + middleware + app/admin_route_policies.json
PUT,/api/admin/properties/{property_id}/restaurants/{restaurant_id},Admin session cookie required.,restaurant.manage,Property `{property_id}`; middleware verifies actor access; handler checks addressed resource IDs. Property + assigned restaurant; route helper validates assignment.,Yes; X-CSRF-Token must match the admin session token.,300 per authenticated admin session/min,Body application/json: GenericPayload: data:object[any] (required body); property_id(path):string required; restaurant_id(path):string required,dict (handler-defined shape),hospitality.update_restaurant,middleware: api.put on successful response (<400),update_restaurant,app/main.py route + middleware + app/admin_route_policies.json
GET,/api/admin/properties/{property_id}/restaurants/{restaurant_id}/analytics,Admin session cookie required.,restaurant.analytics.view,Property `{property_id}`; middleware verifies actor access; handler checks addressed resource IDs. Property + assigned restaurant; route helper validates assignment.,No (safe method).,300 per authenticated admin session/min,property_id(path):string required; restaurant_id(path):string required,dict (handler-defined shape),No direct app-store call identified; inspect handler/helper.,No admin audit event identified at route boundary; domain/helper events may apply.,restaurant_analytics,app/main.py route + middleware + app/admin_route_policies.json
PUT,/api/admin/properties/{property_id}/restaurants/{restaurant_id}/hours,Admin session cookie required.,restaurant.hours.edit,Property `{property_id}`; middleware verifies actor access; handler checks addressed resource IDs. Property + assigned restaurant; route helper validates assignment.,Yes; X-CSRF-Token must match the admin session token.,300 per authenticated admin session/min,Body application/json: GenericPayload: data:object[any] (required body); property_id(path):string required; restaurant_id(path):string required,dict (handler-defined shape),hospitality.update_restaurant,middleware: api.put on successful response (<400),update_restaurant_hours,app/main.py route + middleware + app/admin_route_policies.json
GET,/api/admin/properties/{property_id}/restaurants/{restaurant_id}/menus,Admin session cookie required.,restaurant.menu.view,Property `{property_id}`; middleware verifies actor access; handler checks addressed resource IDs. Property + assigned restaurant; route helper validates assignment.,No (safe method).,300 per authenticated admin session/min,property_id(path):string required; restaurant_id(path):string required,dict (handler-defined shape),No direct app-store call identified; inspect handler/helper.,No admin audit event identified at route boundary; domain/helper events may apply.,list_restaurant_menus,app/main.py route + middleware + app/admin_route_policies.json
POST,/api/admin/properties/{property_id}/restaurants/{restaurant_id}/menus,Admin session cookie required.,restaurant.menu.edit,Property `{property_id}`; middleware verifies actor access; handler checks addressed resource IDs. Property + assigned restaurant; route helper validates assignment.,Yes; X-CSRF-Token must match the admin session token.,300 per authenticated admin session/min,Body application/json: GenericPayload: data:object[any] (required body); property_id(path):string required; restaurant_id(path):string required,dict (handler-defined shape),hospitality.create_menu,middleware: api.post on successful response (<400),create_menu,app/main.py route + middleware + app/admin_route_policies.json
GET,/api/admin/properties/{property_id}/restaurants/{restaurant_id}/promotions,Admin session cookie required.,restaurant.promotions.view,Property `{property_id}`; middleware verifies actor access; handler checks addressed resource IDs. Property + assigned restaurant; route helper validates assignment.,No (safe method).,300 per authenticated admin session/min,property_id(path):string required; restaurant_id(path):string required,dict (handler-defined shape),No direct app-store call identified; inspect handler/helper.,No admin audit event identified at route boundary; domain/helper events may apply.,list_restaurant_promotions,app/main.py route + middleware + app/admin_route_policies.json
POST,/api/admin/properties/{property_id}/restaurants/{restaurant_id}/promotions,Admin session cookie required.,restaurant.promotions.edit,Property `{property_id}`; middleware verifies actor access; handler checks addressed resource IDs. Property + assigned restaurant; route helper validates assignment.,Yes; X-CSRF-Token must match the admin session token.,300 per authenticated admin session/min,Body application/json: GenericPayload: data:object[any] (required body); property_id(path):string required; restaurant_id(path):string required,dict (handler-defined shape),hospitality.create_promotion,middleware: api.post on successful response (<400),create_restaurant_promotion,app/main.py route + middleware + app/admin_route_policies.json
GET,/api/admin/properties/{property_id}/restaurants/{restaurant_id}/staff,Admin session cookie required.,restaurant.view,Property `{property_id}`; middleware verifies actor access; handler checks addressed resource IDs. Property + assigned restaurant; route helper validates assignment.,No (safe method).,300 per authenticated admin session/min,property_id(path):string required; restaurant_id(path):string required,dict (handler-defined shape),db.execute,No admin audit event identified at route boundary; domain/helper events may apply.,list_restaurant_staff,app/main.py route + middleware + app/admin_route_policies.json
GET,/api/admin/properties/{property_id}/service-catalog,Admin session cookie required.,requests.view,"Property `{property_id}`; middleware verifies actor access; handler checks addressed resource IDs. Not restaurant-scoped, or restaurant list filtered by actor assignment.",No (safe method).,300 per authenticated admin session/min,property_id(path):string required,dict (handler-defined shape),No direct app-store call identified; inspect handler/helper.,No admin audit event identified at route boundary; domain/helper events may apply.,admin_service_catalog,app/main.py route + middleware + app/admin_route_policies.json
PUT,/api/admin/properties/{property_id}/service-catalog,Admin session cookie required.,properties.edit,"Property `{property_id}`; middleware verifies actor access; handler checks addressed resource IDs. Not restaurant-scoped, or restaurant list filtered by actor assignment.",Yes; X-CSRF-Token must match the admin session token.,300 per authenticated admin session/min,Body application/json: GenericPayload: data:object[any] (required body); property_id(path):string required,dict (handler-defined shape),No direct app-store call identified; inspect handler/helper.,middleware: api.put on successful response (<400),save_catalog_service,app/main.py route + middleware + app/admin_route_policies.json
DELETE,/api/admin/properties/{property_id}/service-catalog/{service_id},Admin session cookie required.,properties.edit,"Property `{property_id}`; middleware verifies actor access; handler checks addressed resource IDs. Not restaurant-scoped, or restaurant list filtered by actor assignment.",Yes; X-CSRF-Token must match the admin session token.,300 per authenticated admin session/min,property_id(path):string required; service_id(path):string required,dict (handler-defined shape),hospitality.delete_service,middleware: api.delete on successful response (<400),delete_catalog_service,app/main.py route + middleware + app/admin_route_policies.json
POST,/api/admin/properties/{property_id}/service-catalog/{service_id}/duplicate,Admin session cookie required.,properties.edit,"Property `{property_id}`; middleware verifies actor access; handler checks addressed resource IDs. Not restaurant-scoped, or restaurant list filtered by actor assignment.",Yes; X-CSRF-Token must match the admin session token.,300 per authenticated admin session/min,property_id(path):string required; service_id(path):string required,dict (handler-defined shape),No direct app-store call identified; inspect handler/helper.,middleware: api.post on successful response (<400),duplicate_catalog_service,app/main.py route + middleware + app/admin_route_policies.json
POST,/api/admin/properties/{property_id}/service-requests,Admin session cookie required.,requests.manage,"Property `{property_id}`; middleware verifies actor access; handler checks addressed resource IDs. Not restaurant-scoped, or restaurant list filtered by actor assignment.",Yes; X-CSRF-Token must match the admin session token.,300 per authenticated admin session/min,Body application/json: GenericPayload: data:object[any] (required body); property_id(path):string required,dict (handler-defined shape),hospitality.create_service_request,middleware: api.post on successful response (<400),create_service_request,app/main.py route + middleware + app/admin_route_policies.json
PUT,/api/admin/properties/{property_id}/service-requests/{request_id},Admin session cookie required.,requests.manage,"Property `{property_id}`; middleware verifies actor access; handler checks addressed resource IDs. Not restaurant-scoped, or restaurant list filtered by actor assignment.",Yes; X-CSRF-Token must match the admin session token.,300 per authenticated admin session/min,Body application/json: ServiceRequestUpdatePayload: priority:string | null [−∞..40]; department:string | null [−∞..120]; assigned_to:string | null [−∞..160]; note:string | null [−∞..1000] (required body); property_id(path):string required; request_id(path):string required,dict (handler-defined shape),hospitality.update_service_request,middleware: api.put on successful response (<400),update_service_request,app/main.py route + middleware + app/admin_route_policies.json
GET,/api/admin/properties/{property_id}/service-requests/{request_id}/history,Admin session cookie required.,requests.view,"Property `{property_id}`; middleware verifies actor access; handler checks addressed resource IDs. Not restaurant-scoped, or restaurant list filtered by actor assignment.",No (safe method).,300 per authenticated admin session/min,property_id(path):string required; request_id(path):string required,dict (handler-defined shape),No direct app-store call identified; inspect handler/helper.,No admin audit event identified at route boundary; domain/helper events may apply.,service_request_history,app/main.py route + middleware + app/admin_route_policies.json
PUT,/api/admin/properties/{property_id}/service-requests/{request_id}/status,Admin session cookie required.,requests.manage,"Property `{property_id}`; middleware verifies actor access; handler checks addressed resource IDs. Not restaurant-scoped, or restaurant list filtered by actor assignment.",Yes; X-CSRF-Token must match the admin session token.,300 per authenticated admin session/min,Body application/json: ServiceStatusPayload: status:string required (required body); property_id(path):string required; request_id(path):string required,dict (handler-defined shape),hospitality.update_service_status,middleware: api.put on successful response (<400),update_service_request_status,app/main.py route + middleware + app/admin_route_policies.json
GET,/api/admin/properties/{property_id}/sessions,Admin session cookie required.,guest_sessions.view,"Property `{property_id}`; middleware verifies actor access; handler checks addressed resource IDs. Not restaurant-scoped, or restaurant list filtered by actor assignment.",No (safe method).,300 per authenticated admin session/min,property_id(path):string required,dict (handler-defined shape),No direct app-store call identified; inspect handler/helper.,No admin audit event identified at route boundary; domain/helper events may apply.,admin_sessions,app/main.py route + middleware + app/admin_route_policies.json
POST,/api/admin/properties/{property_id}/sessions/reconnect,Admin session cookie required.,guest_sessions.manage,"Property `{property_id}`; middleware verifies actor access; handler checks addressed resource IDs. Not restaurant-scoped, or restaurant list filtered by actor assignment.",Yes; X-CSRF-Token must match the admin session token.,300 per authenticated admin session/min,Body application/json: DeviceSessionPayload: raw_mac:string [12..32] required; concierge_session_id:string | null; antlabs_session_id:string | null; browser_session_id:string | null; room:string | null; pms_guest_id:string | null; retention_days:integer [0.0..60.0] default=2 (required body); property_id(path):string required,dict (handler-defined shape),No direct app-store call identified; inspect handler/helper.,middleware: api.post on successful response (<400),reconnect_session,app/main.py route + middleware + app/admin_route_policies.json
POST,/api/admin/properties/{property_id}/stays/{stay_id}/checkout,Admin session cookie required.,guest_sessions.manage,"Property `{property_id}`; middleware verifies actor access; handler checks addressed resource IDs. Not restaurant-scoped, or restaurant list filtered by actor assignment.",Yes; X-CSRF-Token must match the admin session token.,300 per authenticated admin session/min,property_id(path):string required; stay_id(path):string required,dict (handler-defined shape),No direct app-store call identified; inspect handler/helper.,middleware: api.post on successful response (<400),checkout_stay,app/main.py route + middleware + app/admin_route_policies.json
PUT,/api/admin/properties/{property_id}/stays/{stay_id}/memory,Admin session cookie required.,guest_sessions.manage,"Property `{property_id}`; middleware verifies actor access; handler checks addressed resource IDs. Not restaurant-scoped, or restaurant list filtered by actor assignment.",Yes; X-CSRF-Token must match the admin session token.,300 per authenticated admin session/min,Body application/json: MemoryPayload: memory:object[any] (required body); property_id(path):string required; stay_id(path):string required,dict (handler-defined shape),No direct app-store call identified; inspect handler/helper.,middleware: api.put on successful response (<400),update_stay_memory,app/main.py route + middleware + app/admin_route_policies.json
GET,/api/admin/properties/{property_id}/webhooks,Admin session cookie required.,integrations.view,"Property `{property_id}`; middleware verifies actor access; handler checks addressed resource IDs. Not restaurant-scoped, or restaurant list filtered by actor assignment.",No (safe method).,300 per authenticated admin session/min,property_id(path):string required,dict (handler-defined shape),No direct app-store call identified; inspect handler/helper.,No admin audit event identified at route boundary; domain/helper events may apply.,list_property_webhooks,app/main.py route + middleware + app/admin_route_policies.json
PUT,/api/admin/properties/{property_id}/webhooks,Admin session cookie required.,integrations.configure,"Property `{property_id}`; middleware verifies actor access; handler checks addressed resource IDs. Not restaurant-scoped, or restaurant list filtered by actor assignment.",Yes; X-CSRF-Token must match the admin session token.,300 per authenticated admin session/min,Body application/json: WebhookPayload: webhook_id:string | null; name:string [1..120] required; endpoint_url:string [1..1000] required; events:array[string]; enabled:boolean default=True; secret:string [−∞..8000] default= (required body); property_id(path):string required,dict (handler-defined shape),operations.save_webhook,middleware: api.put on successful response (<400),save_property_webhook,app/main.py route + middleware + app/admin_route_policies.json
DELETE,/api/admin/properties/{property_id}/webhooks/{webhook_id},Admin session cookie required.,integrations.configure,"Property `{property_id}`; middleware verifies actor access; handler checks addressed resource IDs. Not restaurant-scoped, or restaurant list filtered by actor assignment.",Yes; X-CSRF-Token must match the admin session token.,300 per authenticated admin session/min,property_id(path):string required; webhook_id(path):string required,dict (handler-defined shape),operations.delete_webhook,middleware: api.delete on successful response (<400),delete_property_webhook,app/main.py route + middleware + app/admin_route_policies.json
POST,/api/admin/properties/{property_id}/webhooks/{webhook_id}/test,Admin session cookie required.,integrations.configure,"Property `{property_id}`; middleware verifies actor access; handler checks addressed resource IDs. Not restaurant-scoped, or restaurant list filtered by actor assignment.",Yes; X-CSRF-Token must match the admin session token.,300 per authenticated admin session/min,property_id(path):string required; webhook_id(path):string required,dict (handler-defined shape),operations.record_webhook_delivery,middleware: api.post on successful response (<400),test_property_webhook,app/main.py route + middleware + app/admin_route_policies.json
GET,/api/admin/properties/{property_id}/zones,Admin session cookie required.,properties.view,"Property `{property_id}`; middleware verifies actor access; handler checks addressed resource IDs. Not restaurant-scoped, or restaurant list filtered by actor assignment.",No (safe method).,300 per authenticated admin session/min,property_id(path):string required,dict (handler-defined shape),No direct app-store call identified; inspect handler/helper.,No admin audit event identified at route boundary; domain/helper events may apply.,admin_zones,app/main.py route + middleware + app/admin_route_policies.json
PUT,/api/admin/properties/{property_id}/zones,Admin session cookie required.,properties.edit,"Property `{property_id}`; middleware verifies actor access; handler checks addressed resource IDs. Not restaurant-scoped, or restaurant list filtered by actor assignment.",Yes; X-CSRF-Token must match the admin session token.,300 per authenticated admin session/min,Body application/json: GenericPayload: data:object[any] (required body); property_id(path):string required,dict (handler-defined shape),No direct app-store call identified; inspect handler/helper.,middleware: api.put on successful response (<400),save_zone,app/main.py route + middleware + app/admin_route_policies.json
DELETE,/api/admin/properties/{property_id}/zones/{zone_id},Admin session cookie required.,properties.edit,"Property `{property_id}`; middleware verifies actor access; handler checks addressed resource IDs. Not restaurant-scoped, or restaurant list filtered by actor assignment.",Yes; X-CSRF-Token must match the admin session token.,300 per authenticated admin session/min,property_id(path):string required; zone_id(path):string required,dict (handler-defined shape),No direct app-store call identified; inspect handler/helper.,middleware: api.delete on successful response (<400),delete_zone,app/main.py route + middleware + app/admin_route_policies.json
GET,/api/admin/roles,Admin session cookie required.,roles.view,"Global or actor-property scope enforced by the handler/auth store. Not restaurant-scoped, or restaurant list filtered by actor assignment.",No (safe method).,300 per authenticated admin session/min,No request body or path/query parameters documented.,dict (handler-defined shape),No direct app-store call identified; inspect handler/helper.,No admin audit event identified at route boundary; domain/helper events may apply.,list_admin_roles,app/main.py route + middleware + app/admin_route_policies.json
POST,/api/admin/roles,Admin session cookie required.,roles.manage,"Global or actor-property scope enforced by the handler/auth store. Not restaurant-scoped, or restaurant list filtered by actor assignment.",Yes; X-CSRF-Token must match the admin session token.,300 per authenticated admin session/min,Body application/json: AdminRolePayload: name:string [2..80] required; description:string [−∞..500] default=; property_id:string | null; permissions:array[string] (required body),dict (handler-defined shape),admin_auth.save_role,middleware: api.post on successful response (<400),create_admin_role,app/main.py route + middleware + app/admin_route_policies.json
DELETE,/api/admin/roles/{role_id},Admin session cookie required.,roles.manage,"Actor/account scope; inspect handler policy. Not restaurant-scoped, or restaurant list filtered by actor assignment.",Yes; X-CSRF-Token must match the admin session token.,300 per authenticated admin session/min,role_id(path):string required,dict (handler-defined shape),admin_auth.delete_role,middleware: api.delete on successful response (<400),delete_admin_role,app/main.py route + middleware + app/admin_route_policies.json
PUT,/api/admin/roles/{role_id},Admin session cookie required.,roles.manage,"Actor/account scope; inspect handler policy. Not restaurant-scoped, or restaurant list filtered by actor assignment.",Yes; X-CSRF-Token must match the admin session token.,300 per authenticated admin session/min,Body application/json: AdminRolePayload: name:string [2..80] required; description:string [−∞..500] default=; property_id:string | null; permissions:array[string] (required body); role_id(path):string required,dict (handler-defined shape),admin_auth.save_role,middleware: api.put on successful response (<400),update_admin_role,app/main.py route + middleware + app/admin_route_policies.json
GET,/api/admin/system/email,Admin session cookie required.,system.configure,"Global or actor-property scope enforced by the handler/auth store. Not restaurant-scoped, or restaurant list filtered by actor assignment.",No (safe method).,300 per authenticated admin session/min,No request body or path/query parameters documented.,dict (handler-defined shape),No direct app-store call identified; inspect handler/helper.,No admin audit event identified at route boundary; domain/helper events may apply.,get_system_email_settings,app/main.py route + middleware + app/admin_route_policies.json
PUT,/api/admin/system/email,Admin session cookie required.,system.configure,"Global or actor-property scope enforced by the handler/auth store. Not restaurant-scoped, or restaurant list filtered by actor assignment.",Yes; X-CSRF-Token must match the admin session token.,300 per authenticated admin session/min,Body application/json: EmailSettingsPayload: host:string [−∞..255] default=; port:integer [1.0..65535.0] default=587; username:string [−∞..255] default=; password:string [−∞..8000] default=; from_address:string [−∞..254] default=; security:string [pattern=^(starttls|ssl|none)$] default=starttls; enabled:boolean default=False (required body),dict (handler-defined shape),operations.save_email_settings,middleware: api.put on successful response (<400),save_system_email_settings,app/main.py route + middleware + app/admin_route_policies.json
POST,/api/admin/system/email/test,Admin session cookie required.,system.configure,"Global or actor-property scope enforced by the handler/auth store. Not restaurant-scoped, or restaurant list filtered by actor assignment.",Yes; X-CSRF-Token must match the admin session token.,300 per authenticated admin session/min,No request body or path/query parameters documented.,dict (handler-defined shape),No direct app-store call identified; inspect handler/helper.,middleware: api.post on successful response (<400),test_system_email_settings,app/main.py route + middleware + app/admin_route_policies.json
GET,/api/admin/users,Admin session cookie required.,users.view,"Global or actor-property scope enforced by the handler/auth store. Not restaurant-scoped, or restaurant list filtered by actor assignment.",No (safe method).,300 per authenticated admin session/min,No request body or path/query parameters documented.,dict (handler-defined shape),No direct app-store call identified; inspect handler/helper.,No admin audit event identified at route boundary; domain/helper events may apply.,list_admin_users,app/main.py route + middleware + app/admin_route_policies.json
POST,/api/admin/users,Admin session cookie required.,users.create,"Global or actor-property scope enforced by the handler/auth store. Not restaurant-scoped, or restaurant list filtered by actor assignment.",Yes; X-CSRF-Token must match the admin session token.,300 per authenticated admin session/min,Body application/json: AdminUserCreatePayload: username:string [3..64] required; display_name:string [1..120] required; password:string [12..256] required; property_id:string | null; department_id:string | null; role_id:string required; email:string | null [−∞..254]; status:string [pattern=^(active|disabled|locked)$] default=active; force_password_change:boolean default=True; restaurant_ids:array[string] [−∞..100] (required body),dict (handler-defined shape),admin_auth.create_user,middleware: api.post on successful response (<400),create_admin_user,app/main.py route + middleware + app/admin_route_policies.json
DELETE,/api/admin/users/{user_id},Admin session cookie required.,users.delete,"Actor/account scope; inspect handler policy. Not restaurant-scoped, or restaurant list filtered by actor assignment.",Yes; X-CSRF-Token must match the admin session token.,300 per authenticated admin session/min,user_id(path):string required,dict (handler-defined shape),admin_auth.delete_user,middleware: api.delete on successful response (<400),delete_admin_user,app/main.py route + middleware + app/admin_route_policies.json
PUT,/api/admin/users/{user_id},Admin session cookie required.,users.edit,"Actor/account scope; inspect handler policy. Not restaurant-scoped, or restaurant list filtered by actor assignment.",Yes; X-CSRF-Token must match the admin session token.,300 per authenticated admin session/min,Body application/json: AdminUserUpdatePayload: display_name:string | null [1..120]; property_id:string | null; department_id:string | null; role_id:string | null; email:string | null [−∞..254]; status:string | null [pattern=^(active|disabled|locked)$]; restaurant_ids:array[string] | null [−∞..100] (required body); user_id(path):string required,dict (handler-defined shape),admin_auth.update_user,middleware: api.put on successful response (<400),update_admin_user,app/main.py route + middleware + app/admin_route_policies.json
POST,/api/admin/users/{user_id}/reset-password,Admin session cookie required.,users.edit,"Actor/account scope; inspect handler policy. Not restaurant-scoped, or restaurant list filtered by actor assignment.",Yes; X-CSRF-Token must match the admin session token.,300 per authenticated admin session/min,Body application/json: AdminPasswordResetPayload: password:string [12..256] required; force_password_change:boolean default=True (required body); user_id(path):string required,dict (handler-defined shape),admin_auth.reset_password,middleware: api.post on successful response (<400),reset_admin_user_password,app/main.py route + middleware + app/admin_route_policies.json
POST,/api/admin/users/{user_id}/revoke-sessions,Admin session cookie required.,security.configure,"Actor/account scope; inspect handler policy. Not restaurant-scoped, or restaurant list filtered by actor assignment.",Yes; X-CSRF-Token must match the admin session token.,300 per authenticated admin session/min,user_id(path):string required,dict (handler-defined shape),admin_auth.revoke_sessions,middleware: api.post on successful response (<400),revoke_admin_user_sessions,app/main.py route + middleware + app/admin_route_policies.json
